id_encuestado,edad,region,zona,medio_informacion,interes_politica,confianza_instituciones,ingreso_hogar,participacion_anterior
103917,76,Metropolitana,Rural,Redes sociales,5,91,1050000,Sí
103163,52,Metropolitana,Urbana,Radio,5,28,1430000,Sí
100749,44,Metropolitana,Rural,Televisión,8,42,1310000,Sí
102674,,Metropolitana,Urbana,Redes sociales,3,36,2500000,No
103984,31,Valparaíso,Urbana,Prensa digital,9,49,1370000,Sí
103470,42,Valparaíso,Rural,Televisión,1,46,1210000,Sí
102641,18,Valparaíso,Urbana,Televisión,10,31,1410000,No
100894,60,Biobío,Rural,Redes sociales,2,64,510000,Sí
101594,54,O'Higgins,Rural,Prensa digital,2,49,730000,Sí
103391,30,Metropolitana,Urbana,Televisión,2,51,620000,No
101955,,Metropolitana,Urbana,Televisión,4,56,2470000,Sí
101056,45,Metropolitana,Urbana,Redes sociales,2,25,500000,No
102049,50,Coquimbo,Urbana,Redes sociales,10,72,1100000,Sí
101228,73,Valparaíso,Urbana,Redes sociales,2,14,540000,Sí
101646,37,Valparaíso,Urbana,Televisión,10,62,1650000,Sí
100408,,Coquimbo,Rural,Prensa digital,7,4,700000,Sí
101691,60,Metropolitana,Urbana,Redes sociales,4,25,750000,No
103937,,Metropolitana,Urbana,Redes sociales,2,27,280000,Sí
103181,29,Coquimbo,Urbana,Redes sociales,5,25,770000,Sí
102382,56,Metropolitana,Urbana,Prensa digital,4,43,870000,Sí
100558,34,Metropolitana,Urbana,Redes sociales,7,56,490000,Sí
100325,42,Biobío,Urbana,Televisión,7,68,1960000,No
102817,53,Metropolitana,Urbana,Televisión,4,54,1060000,No
101127,46,Metropolitana,Urbana,Prensa digital,9,60,310000,No
102844,33,Biobío,Urbana,Televisión,5,49,760000,Sí
103594,64,Metropolitana,Rural,Prensa digital,2,34,510000,Sí
103698,36,Metropolitana,Urbana,Televisión,10,68,1440000,No
102408,43,Valparaíso,Rural,Televisión,3,59,620000,Sí
100394,23,Coquimbo,Rural,Prensa digital,9,16,290000,Sí
103185,33,Metropolitana,Rural,Prensa digital,3,52,970000,Sí
103139,50,Metropolitana,Urbana,Televisión,5,53,2550000,Sí
103253,30,Metropolitana,Urbana,Televisión,8,30,710000,Sí
103275,42,Metropolitana,Urbana,Redes sociales,9,44,380000,Sí
101692,69,Metropolitana,Urbana,Redes sociales,5,46,900000,Sí
102115,34,Metropolitana,Urbana,Redes sociales,10,52,1730000,No
102130,19,Metropolitana,Urbana,Televisión,7,49,1500000,Sí
102374,55,Biobío,Urbana,Redes sociales,9,48,2840000,Sí
101983,76,Biobío,Urbana,Redes sociales,3,44,680000,No
103543,,Metropolitana,Urbana,Televisión,9,61,2080000,No
103797,35,Valparaíso,Rural,Redes sociales,2,37,280000,Sí
102426,40,Valparaíso,Urbana,Redes sociales,10,65,1430000,Sí
100768,,Coquimbo,Urbana,Televisión,10,40,1000000,Sí
100116,30,Metropolitana,Urbana,Redes sociales,2,65,500000,Sí
100945,63,O'Higgins,Rural,Redes sociales,9,40,280000,Sí
104356,34,Coquimbo,Urbana,Radio,6,46,280000,Sí
104757,51,Biobío,Urbana,Prensa digital,4,29,540000,Sí
100181,42,O'Higgins,Urbana,Redes sociales,8,24,360000,Sí
102648,49,Valparaíso,Urbana,Redes sociales,8,80,850000,No
102335,,Metropolitana,Urbana,Prensa digital,5,32,3070000,Sí
100911,33,Metropolitana,Rural,Televisión,5,67,400000,Sí
100071,46,Metropolitana,Urbana,Prensa digital,2,40,1060000,No
101641,74,Coquimbo,Urbana,Redes sociales,4,55,620000,Sí
101758,43,O'Higgins,Urbana,Redes sociales,5,47,360000,Sí
102562,46,O'Higgins,Urbana,Prensa digital,5,60,520000,No
100401,37,Metropolitana,Rural,Radio,2,33,1110000,Sí
102905,39,Maule,Rural,Redes sociales,3,44,550000,Sí
103450,48,O'Higgins,Urbana,Prensa digital,2,48,1070000,No
101652,68,O'Higgins,Urbana,Redes sociales,10,71,420000,No
104441,26,Maule,Urbana,Redes sociales,4,28,990000,Sí
104446,30,Metropolitana,Urbana,Redes sociales,5,25,1510000,Sí
103853,53,Biobío,Urbana,Prensa digital,8,67,960000,No
103921,48,Coquimbo,Urbana,Radio,5,39,2140000,Sí
100643,36,Maule,Urbana,Radio,6,38,870000,No
104069,52,Metropolitana,Urbana,Televisión,9,27,610000,Sí
104477,31,Metropolitana,Urbana,Redes sociales,5,58,930000,No
102288,20,Metropolitana,Urbana,Televisión,4,45,590000,Sí
102773,38,O'Higgins,Urbana,Radio,5,68,1540000,No
103775,52,Metropolitana,Urbana,Redes sociales,6,33,900000,No
101053,28,Metropolitana,Urbana,Prensa digital,5,39,540000,Sí
102777,37,Biobío,Urbana,Televisión,8,63,470000,Sí
100962,34,Metropolitana,Urbana,Prensa digital,9,35,360000,No
101843,47,Biobío,Urbana,Radio,5,60,1120000,No
100885,36,Biobío,Urbana,Televisión,10,37,610000,Sí
104516,39,Metropolitana,Rural,Prensa digital,2,33,1840000,Sí
102103,73,Biobío,Urbana,Redes sociales,9,62,2520000,Sí
104480,39,Metropolitana,Urbana,Redes sociales,10,33,310000,Sí
101409,41,Valparaíso,Urbana,Televisión,10,81,1030000,No
101814,22,METROPOLITANA,Urbana,Prensa digital,9,78,380000,Sí
102082,33,Coquimbo,Urbana,Televisión,7,44,1900000,Sí
104203,79,Metropolitana,Urbana,Redes sociales,8,71,570000,Sí
103300,,Maule,Urbana,Redes sociales,7,3,550000,Sí
101001,30,Biobío,Urbana,Redes sociales,9,18,670000,Sí
102785,51,Coquimbo,Urbana,Redes sociales,2,9,900000,Sí
102498,41,Metropolitana,Rural,Televisión,6,57,1020000,Sí
101546,65,Valparaíso,Urbana,Televisión,4,54,340000,Sí
104135,44,O'Higgins,Urbana,Televisión,7,16,1540000,No
103961,32,Metropolitana,Urbana,Televisión,3,79,900000,No
102121,49,Metropolitana,Urbana,Televisión,8,34,830000,Sí
102590,18,Metropolitana,Urbana,Redes sociales,8,44,360000,No
101347,65,Valparaíso,Urbana,Televisión,9,24,400000,No
101251,21,Metropolitana,Urbana,Redes sociales,1,27,330000,Sí
102771,46,Biobío,Urbana,Prensa digital,3,33,400000,No
101494,,Metropolitana,Urbana,Radio,3,37,390000,Sí
103619,21,Metropolitana,Urbana,Televisión,5,32,4370000,Sí
102021,41,Valparaíso,Urbana,Prensa digital,8,35,670000,No
100090,42,METROPOLITANA,Urbana,Redes sociales,10,36,1000000,No
102631,51,Coquimbo,Rural,Prensa digital,7,13,400000,Sí
100686,50,Metropolitana,Urbana,Redes sociales,5,43,340000,Sí
104245,36,Metropolitana,Urbana,Televisión,7,40,380000,Sí
104874,39,Metropolitana,Urbana,Televisión,5,57,2160000,No
102284,48,Coquimbo,Urbana,Radio,7,83,1380000,Sí
100123,55,Metropolitana,Urbana,Redes sociales,5,40,580000,Sí
100846,65,Coquimbo,Rural,Radio,8,27,1320000,Sí
100619,55,Metropolitana,Rural,Televisión,3,57,1490000,No
100807,72,Metropolitana,Urbana,Redes sociales,7,48,1060000,No
104275,43,Metropolitana,Urbana,Radio,6,27,1250000,Sí
100798,38,O'Higgins,Rural,Televisión,10,23,1100000,No
104496,60,metropolitana,Urbana,Redes sociales,10,45,650000,Sí
100420,37,Metropolitana,Urbana,Televisión,6,57,740000,Sí
101021,18,Metropolitana,Urbana,Televisión,5,14,280000,Sí
101472,64,Metropolitana,Urbana,Radio,9,63,570000,Sí
103748,58,Metropolitana,Urbana,Televisión,7,31,720000,Sí
102380,50,Maule,Urbana,Radio,10,29,420000,Sí
103582,26,Valparaíso,Urbana,Televisión,5,58,280000,Sí
101643,45,Metropolitana,Urbana,Redes sociales,6,37,1120000,Sí
101270,41,Metropolitana,Urbana,Redes sociales,3,41,1360000,Sí
102419,50,Metropolitana,Urbana,Redes sociales,9,62,590000,No
100261,,Coquimbo,Urbana,Prensa digital,6,48,490000,Sí
103724,49,Valparaíso,Rural,Prensa digital,3,26,680000,Sí
101070,,Metropolitana,Rural,Radio,1,64,1550000,Sí
103664,48,Maule,Rural,Prensa digital,10,38,360000,Sí
102861,29,Biobío,Urbana,Redes sociales,3,44,960000,No
101721,44,Maule,Urbana,Redes sociales,9,40,1660000,Sí
104083,43,Biobío,Urbana,Radio,6,57,870000,Sí
104548,48,O'Higgins,Urbana,Redes sociales,1,26,520000,Sí
100439,47,Metropolitana,Urbana,Televisión,9,41,850000,No
103005,58,Coquimbo,Urbana,Radio,6,33,400000,Sí
103537,37,Maule,Rural,Redes sociales,4,27,1020000,Sí
102016,41,Metropolitana,Urbana,Prensa digital,7,26,580000,Sí
104307,33,O'Higgins,Urbana,Prensa digital,7,35,310000,Sí
100315,74,O'Higgins,Rural,Redes sociales,4,61,420000,Sí
100518,69,Coquimbo,Rural,Televisión,3,33,1290000,Sí
104068,47,Metropolitana,Urbana,Radio,7,22,960000,Sí
101519,35,Metropolitana,Urbana,Redes sociales,7,49,720000,Sí
102521,37,Metropolitana,Urbana,Redes sociales,4,49,1110000,Sí
104655,61,Valparaíso,Urbana,Redes sociales,7,56,470000,No
104647,68,Metropolitana,Urbana,Redes sociales,9,14,1130000,Sí
103499,66,Maule,Urbana,Radio,7,54,620000,Sí
101893,60,Metropolitana,Urbana,Televisión,10,24,310000,Sí
100042,33,Metropolitana,Urbana,Televisión,7,28,1970000,No
103071,47, Coquimbo ,Rural,Radio,10,80,740000,Sí
102131,41,Metropolitana,Urbana,Prensa digital,2,53,1160000,Sí
103468,43,Valparaíso,Rural,Televisión,5,50,1800000,Sí
103979,64,Metropolitana,Urbana,Redes sociales,8,54,510000,No
103944,41,Maule,Urbana,Prensa digital,6,21,1380000,No
103549,68,Maule,Urbana,Prensa digital,7,30,420000,Sí
102708,20,Metropolitana,Urbana,Redes sociales,10,38,2140000,No
104878,38,Valparaíso,Urbana,Radio,8,57,670000,Sí
104563,42,Valparaíso,Urbana,Redes sociales,2,52,2550000,Sí
101168,69,Metropolitana,Urbana,Redes sociales,3,46,1200000,Sí
104545,49,Valparaíso,Urbana,Televisión,7,32,450000,Sí
103346,46,Coquimbo,Urbana,Radio,7,31,1230000,Sí
104918,32,Metropolitana,Urbana,Prensa digital,8,78,660000,Sí
100514,39,Coquimbo,Urbana,Redes sociales,9,61,1320000,Sí
100410,47,Metropolitana,Rural,Redes sociales,10,42,840000,No
100198,48,Valparaíso,Rural,Redes sociales,2,60,280000,Sí
100753,71,Metropolitana,Rural,Televisión,5,69,860000,No
100051,61,Metropolitana,Rural,Prensa digital,9,63,660000,Sí
103889,44,Maule,Rural,Redes sociales,2,7,800000,Sí
101029,69,Coquimbo,Urbana,Radio,6,69,830000,No
102632,78,Biobío,Rural,Televisión,8,48,530000,No
103014,58,Metropolitana,Urbana,Televisión,8,4,1110000,Sí
101595,79,Metropolitana,Urbana,Prensa digital,9,47,1410000,Sí
103061,81,Metropolitana,Urbana,Prensa digital,8,66,670000,Sí
103899,67,Maule,Urbana,Televisión,1,66,1290000,Sí
100278,34,Biobío,Urbana,Redes sociales,10,68,560000,Sí
100985,42,Biobío,Rural,Radio,2,64,980000,Sí
102239,47,Metropolitana,Rural,Prensa digital,2,8,1720000,Sí
104115,,O'Higgins,Urbana,Televisión,10,56,580000,Sí
104211,22,Maule,Urbana,Redes sociales,8,79,1090000,Sí
102198,55,Maule,Urbana,Prensa digital,6,12,1360000,Sí
101520,38,Biobío,Urbana,Prensa digital,10,64,750000,Sí
101847,56,Maule,Urbana,Prensa digital,6,56,700000,No
103453,53,Metropolitana,Urbana,Radio,1,88,3710000,Sí
104839,31,Biobío,Rural,Redes sociales,1,60,350000,No
103794,23,Metropolitana,Urbana,Televisión,5,40,1120000,No
104438,47,Metropolitana,Urbana,Prensa digital,7,41,280000,No
103153,,Metropolitana,Urbana,Televisión,4,66,2670000,Sí
101993,29,Metropolitana,Urbana,Televisión,6,70,530000,No
103152,53,Metropolitana,Urbana,Redes sociales,1,62,860000,Sí
103621,,Metropolitana,Rural,Redes sociales,7,81,290000,No
100685,54,Biobío,Urbana,Televisión,1,72,970000,Sí
104782,34,Coquimbo,Urbana,Redes sociales,9,56,460000,Sí
100695,31,Coquimbo,Urbana,Prensa digital,9,54,810000,No
102079,56,Maule,Urbana,Redes sociales,4,44,1170000,Sí
103335,49,Coquimbo,Urbana,Televisión,5,51,920000,Sí
104399,72,Valparaíso,Urbana,Televisión,8,57,720000,Sí
101271,,Maule,Rural,Televisión,6,44,950000,Sí
100536,58,Maule,Urbana,Televisión,3,62,560000,Sí
100135,23,O'Higgins,Urbana,Televisión,10,36,360000,Sí
100650,35,Maule,Urbana,Radio,10,32,760000,Sí
101300,50,Metropolitana,Rural,Redes sociales,1,50,530000,Sí
103280,30,Valparaíso,Urbana,Prensa digital,5,57,540000,No
102211,37,Metropolitana,Rural,Redes sociales,5,38,700000,Sí
102655,49,Metropolitana,Urbana,Redes sociales,2,49,550000,Sí
100204,43,Metropolitana,Urbana,Televisión,1,69,350000,Sí
102995,44,Metropolitana,Urbana,Radio,2,11,770000,Sí
102060,31,Metropolitana,Urbana,Prensa digital,8,57,420000,Sí
102114,36,Coquimbo,Rural,Prensa digital,1,58,420000,Sí
103677,34,Metropolitana,Urbana,Redes sociales,7,81,1610000,No
104095,45,Coquimbo,Rural,Redes sociales,6,57,830000,Sí
103555,63,Valparaíso,Rural,Televisión,1,43,2140000,Sí
100464,34,O'Higgins,Rural,Radio,7,34,630000,No
101306,,Biobío,Rural,Redes sociales,5,47,520000,Sí
100909,70,Metropolitana,Urbana,Televisión,6,41,2300000,Sí
103918,46,Metropolitana,Urbana,Redes sociales,1,63,1010000,Sí
102656,41,O'Higgins,Urbana,Radio,6,68,690000,Sí
102133,,Valparaíso,Urbana,Redes sociales,3,51,1230000,Sí
102229,,Metropolitana,Urbana,Redes sociales,1,44,280000,Sí
101556,35,Valparaíso,Rural,Redes sociales,9,58,500000,No
104153,27,Metropolitana,Urbana,Redes sociales,5,27,950000,Sí
102812,75,Maule,Urbana,Prensa digital,5,18,1370000,Sí
103028,61,Metropolitana,Rural,Prensa digital,9,35,1700000,Sí
100751,37,Metropolitana,Urbana,Televisión,9,37,1080000,Sí
104708,50,Coquimbo,Urbana,Prensa digital,2,26,360000,Sí
100178,41,VALPARAÍSO,Rural,Televisión,8,31,360000,No
100728,69,Metropolitana,Urbana,Televisión,6,25,320000,Sí
102970,47,Metropolitana,Rural,Redes sociales,1,60,850000,No
103126,64,Metropolitana,Urbana,Redes sociales,6,25,770000,Sí
100573,29,Metropolitana,Urbana,Redes sociales,4,75,280000,Sí
101944,60,Coquimbo,Urbana,Redes sociales,7,42,550000,Sí
101612,35,Metropolitana,Urbana,Prensa digital,3,73,830000,No
103721,65,Metropolitana,Urbana,Televisión,9,68,500000,Sí
102852,44,Maule,Urbana,Televisión,5,53,370000,Sí
103909,58,Metropolitana,Urbana,Redes sociales,9,20,2240000,Sí
104129,,Valparaíso,Urbana,Televisión,4,67,980000,Sí
103191,42,Biobío,Urbana,Redes sociales,6,32,670000,Sí
101728,55,Coquimbo,Rural,Televisión,4,38,1180000,Sí
100215,65,Biobío,Urbana,Redes sociales,9,69,2000000,No
100385,73,Metropolitana,Urbana,Redes sociales,10,71,550000,Sí
103808,25,Biobío,Urbana,Televisión,4,61,770000,Sí
103982,61,O'Higgins,Urbana,Prensa digital,9,55,430000,Sí
101690,59,Valparaíso,Urbana,Televisión,4,39,830000,Sí
102490,33,Metropolitana,Urbana,Prensa digital,6,23,970000,No
100071,46,Metropolitana,Urbana,Prensa digital,2,40,1060000,No
102956,48,O'Higgins,Rural,Redes sociales,1,22,840000,Sí
103751,62,Biobío,Urbana,Televisión,2,45,600000,Sí
102100,58,Valparaíso,Urbana,Redes sociales,8,52,1000000,Sí
103286,64,Metropolitana,Urbana,Redes sociales,8,47,1080000,Sí
104357,42,Valparaíso,Urbana,Redes sociales,7,49,720000,Sí
102985,63,Valparaíso,Urbana,Prensa digital,6,62,820000,Sí
102499,44,O'Higgins,Rural,Redes sociales,3,49,1650000,Sí
101242,28,Coquimbo,Rural,Redes sociales,9,49,510000,No
101749,30,Coquimbo,Urbana,Prensa digital,1,23,2440000,No
101079,44,Metropolitana,Rural,Prensa digital,4,10,740000,No
100655,48,Valparaíso,Urbana,Redes sociales,2,31,840000,Sí
101387,33,Valparaíso,Urbana,Prensa digital,7,61,1050000,No
104864,30,Metropolitana,Urbana,Radio,10,41,750000,Sí
102822,36,Maule,Rural,Televisión,5,28,1340000,No
103315,48,Metropolitana,Urbana,Redes sociales,5,67,400000,Sí
104571,44,Metropolitana,Urbana,Prensa digital,1,84,810000,Sí
103718,69,Valparaíso,Urbana,Televisión,8,40,1090000,Sí
103119,74,Biobío,Rural,Prensa digital,1,52,770000,Sí
104821,44,Maule,Rural,Radio,7,36,280000,Sí
104752,37,Metropolitana,Urbana,Redes sociales,8,46,510000,No
103019,37,Metropolitana,Urbana,Televisión,9,73,420000,Sí
104439,,O'Higgins,Urbana,Prensa digital,10,23,630000,No
102996,56,Maule,Rural,Radio,7,46,820000,Sí
102630,55,Biobío,Urbana,Redes sociales,4,33,2260000,Sí
101605,32,Biobío,Rural,Prensa digital,10,40,540000,Sí
102484,42,O'Higgins,Rural,Prensa digital,2,57,2160000,No
100507,35,Metropolitana,Urbana,Redes sociales,9,55,790000,No
103051,55,Metropolitana,Urbana,Redes sociales,5,73,1450000,No
103790,72,Metropolitana,Urbana,Prensa digital,5,65,800000,Sí
101292,34,Biobío,Urbana,Radio,6,6,560000,No
104475,49,Metropolitana,Rural,Televisión,3,31,750000,No
101951,62,Metropolitana,Urbana,Radio,1,39,820000,Sí
101167,36,Maule,Urbana,Radio,4,41,1130000,No
101711,38,Coquimbo,Urbana,Televisión,5,48,530000,No
103587,33,Metropolitana,Urbana,Redes sociales,5,41,550000,Sí
104108,59,Valparaíso,Urbana,Radio,6,78,810000,Sí
103251,32,Valparaíso,Urbana,Televisión,8,76,630000,No
103334,51,Coquimbo,Urbana,Televisión,8,34,1200000,No
103792,,Coquimbo,Urbana,Prensa digital,9,87,550000,Sí
101057,63,Maule,Urbana,Televisión,7,35,950000,No
101894,40,Metropolitana,Urbana,Televisión,3,57,870000,Sí
102448,59,Valparaíso,Rural,Televisión,4,76,350000,Sí
100901,34,O'HIGGINS,Urbana,Prensa digital,1,12,1200000,Sí
102614,43,Coquimbo,Urbana,Prensa digital,6,31,1500000,Sí
104218,43,Biobío,Rural,Redes sociales,5,53,680000,Sí
104006,42,Valparaíso,Urbana,Redes sociales,7,57,1110000,No
101325,37,Coquimbo,Urbana,Prensa digital,4,56,1430000,Sí
103502,48,Metropolitana,Urbana,Prensa digital,1,24,520000,No
100872,54,Coquimbo,Urbana,Televisión,9,32,1270000,Sí
104755,39,Metropolitana,Urbana,Redes sociales,3,49,410000,No
102762,58,Maule,Urbana,Radio,1,33,820000,Sí
102091,51,Coquimbo,Urbana,Prensa digital,1,72,490000,No
100693,42,Metropolitana,Urbana,Redes sociales,3,54,900000,Sí
100442,36,Biobío,Rural,Prensa digital,6,81,820000,Sí
102255,49,Metropolitana,Rural,Televisión,10,39,1930000,Sí
103603,31,Coquimbo,Urbana,Televisión,9,71,1030000,No
104810,50,Biobío,Urbana,Redes sociales,9,48,540000,Sí
103102,67,Valparaíso,Urbana,Televisión,7,54,280000,Sí
101040,62,Metropolitana,Rural,Televisión,3,47,280000,Sí
103432,30,Biobío,Rural,Radio,8,82,520000,Sí
104684,50,Metropolitana,Urbana,Redes sociales,8,64,1580000,No
103426,28,Valparaíso,Urbana,Televisión,6,14,850000,Sí
101352,38,Metropolitana,Rural,Redes sociales,8,56,500000,Sí
103509,65,Metropolitana,Urbana,Televisión,5,8,560000,Sí
102353,44,Metropolitana,Urbana,Televisión,3,63,980000,No
103308,32,Metropolitana,Urbana,Prensa digital,1,30,980000,No
104631,67,Valparaíso,Urbana,Prensa digital,2,39,950000,No
103030,74,Valparaíso,Urbana,Televisión,4,21,1450000,Sí
103109,58,VALPARAÍSO,Urbana,Televisión,2,38,640000,Sí
103540,31,Biobío,Urbana,Redes sociales,9,54,590000,No
100782,57,Biobío,Urbana,Redes sociales,9,39,680000,Sí
101462,72,O'Higgins,Urbana,Redes sociales,6,30,1020000,Sí
101922,62,Biobío,Urbana,Redes sociales,10,27,1110000,Sí
102572,41,Biobío,Urbana,Televisión,5,30,510000,No
102527,35,Metropolitana,Urbana,Prensa digital,9,58,830000,Sí
103712,18,Metropolitana,Urbana,Redes sociales,7,34,2820000,No
100700,31,Metropolitana,Urbana,Redes sociales,2,44,820000,Sí
103861,42,Valparaíso,Rural,Redes sociales,8,61,950000,Sí
104665,37,Metropolitana,Urbana,Televisión,5,54,800000,No
101767,27,Metropolitana,Urbana,Redes sociales,1,47,330000,No
100350,63,Valparaíso,Urbana,Prensa digital,2,27,2490000,Sí
100086,,Metropolitana,Rural,Televisión,3,46,860000,Sí
100126,53,Biobío,Urbana,Prensa digital,3,36,820000,Sí
103316,58,Coquimbo,Urbana,Radio,2,60,540000,Sí
102023,58,O'Higgins,Urbana,Televisión,8,36,820000,Sí
101177,39,Metropolitana,Urbana,Televisión,2,41,1430000,Sí
101049,41,Maule,Urbana,Radio,6,38,1400000,No
102474,37,coquimbo,Urbana,Prensa digital,2,33,420000,Sí
101432,28,O'Higgins,Urbana,Prensa digital,3,60,850000,No
100349,29, Coquimbo ,Urbana,Redes sociales,6,8,1190000,No
101051,29,Metropolitana,Urbana,Televisión,6,23,860000,Sí
103627,42,Valparaíso,Urbana,Prensa digital,6,52,470000,Sí
101600,47,Maule,Rural,Televisión,5,75,490000,Sí
103803,65,Metropolitana,Rural,Televisión,1,34,620000,No
100859,54,Metropolitana,Urbana,Prensa digital,3,59,1010000,Sí
101673,58,Coquimbo,Rural,Televisión,6,65,650000,Sí
101176,51,Metropolitana,Urbana,Prensa digital,10,18,1280000,Sí
102619,72,Metropolitana,Urbana,Redes sociales,9,38,550000,Sí
100958,41,Valparaíso,Urbana,Redes sociales,8,76,910000,No
101101,22,Metropolitana,Urbana,Televisión,10,58,1320000,Sí
101897,54,Metropolitana,Urbana,Televisión,3,59,280000,Sí
100348,25,O'Higgins,Urbana,Televisión,3,52,340000,No
102898,40,Valparaíso,Urbana,Televisión,3,46,720000,No
103325,61,Metropolitana,Rural,Prensa digital,8,20,970000,No
102903,,Maule,Urbana,Televisión,1,24,1190000,Sí
103521,28,Metropolitana,Urbana,Televisión,7,60,710000,Sí
101568,44,Metropolitana,Urbana,Redes sociales,5,88,340000,No
101875,38,O'Higgins,Urbana,Radio,7,16,700000,Sí
104393,56,Metropolitana,Rural,Televisión,9,31,490000,Sí
103267,31,O'Higgins,Urbana,Radio,10,14,480000,No
103168,76,Valparaíso,Rural,Radio,9,47,1080000,Sí
103464,,Valparaíso,Urbana,Televisión,4,51,590000,No
102675,73,Valparaíso,Rural,Radio,8,32,750000,Sí
101066,41,O'Higgins,Urbana,Prensa digital,1,52,280000,Sí
100538,73,Metropolitana,Urbana,Prensa digital,9,63,1110000,Sí
103372,41,Biobío,Urbana,Redes sociales,5,56,950000,Sí
104340,46,Biobío,Urbana,Prensa digital,4,51,2250000,Sí
102621,30,Valparaíso,Urbana,Televisión,10,72,340000,No
100490,40,Maule,Urbana,Radio,10,62,1510000,Sí
104871,32,Metropolitana,Urbana,Prensa digital,3,28,1070000,Sí
103518,53,Valparaíso,Urbana,Radio,6,24,280000,Sí
100712,25,Metropolitana,Urbana,Televisión,10,91,510000,Sí
104679,64,Metropolitana,Urbana,Redes sociales,1,58,1070000,Sí
104532,53,Metropolitana,Urbana,Prensa digital,7,71,1640000,No
101703,38,Metropolitana,Rural,Prensa digital,9,64,1330000,Sí
101058,62,Metropolitana,Urbana,Radio,8,34,500000,Sí
103242,69,Biobío,Urbana,Prensa digital,9,39,980000,Sí
102768,20,Valparaíso,Urbana,Prensa digital,9,29,430000,Sí
101479,55, O'Higgins ,Urbana,Televisión,7,56,870000,Sí
104431,41,Valparaíso,Rural,Televisión,4,51,350000,Sí
100647,48,METROPOLITANA,Urbana,Redes sociales,3,45,630000,No
102203,65,Valparaíso,Urbana,Prensa digital,3,52,640000,Sí
101435,29,Valparaíso,Urbana,Televisión,4,44,920000,Sí
103161,,Metropolitana,Urbana,Televisión,8,44,1040000,Sí
101658,24,Metropolitana,Urbana,Radio,8,67,610000,Sí
103542,44,Metropolitana,Urbana,Prensa digital,9,40,470000,No
104383,35,Maule,Urbana,Televisión,2,60,1180000,No
100545,70,Coquimbo,Urbana,Televisión,2,30,2960000,Sí
101730,57,Metropolitana,Urbana,Radio,1,44,280000,No
101676,28,MAULE,Urbana,Prensa digital,9,48,900000,Sí
103207,34,metropolitana,Urbana,Redes sociales,8,60,2290000,Sí
100641,39,Metropolitana,Urbana,Redes sociales,8,43,620000,Sí
100095,40,Maule,Urbana,Prensa digital,5,45,2590000,Sí
101379,29,Metropolitana,Rural,Televisión,8,34,1150000,Sí
104895,39,Biobío,Urbana,Redes sociales,8,51,970000,No
101344,49,Metropolitana,Rural,Prensa digital,4,53,280000,Sí
101211,36,Metropolitana,Rural,Televisión,5,60,350000,No
104707,76,Metropolitana,Urbana,Radio,10,15,400000,Sí
100842,26,maule,Urbana,Prensa digital,3,43,3780000,Sí
103810,34,Biobío,Urbana,Redes sociales,5,36,430000,Sí
100182,43,Metropolitana,Rural,Redes sociales,1,31,440000,Sí
100529,47, Maule ,Urbana,Redes sociales,9,66,530000,Sí
103480,47,Valparaíso,Rural,Televisión,9,59,1810000,No
102808,68,Metropolitana,Urbana,Radio,5,50,1140000,Sí
102755,35,Biobío,Urbana,Televisión,3,31,480000,Sí
103720,70,Coquimbo,Urbana,Radio,2,32,320000,Sí
103952,55,Metropolitana,Urbana,Radio,4,46,760000,Sí
101204,63,Metropolitana,Urbana,Prensa digital,7,55,560000,No
104215,53,O'Higgins,Urbana,Radio,2,9,1850000,No
100264,65,Coquimbo,Rural,Prensa digital,8,75,690000,Sí
101664,37,Biobío,Urbana,Televisión,10,62,2140000,Sí
102483,52,Coquimbo,Urbana,Televisión,8,41,830000,Sí
104033,57,Biobío,Rural,Redes sociales,6,51,1030000,Sí
101794,62,Valparaíso,Rural,Radio,9,59,520000,Sí
102305,46,Metropolitana,Urbana,Redes sociales,5,23,2900000,No
101336,50,Metropolitana,Urbana,Televisión,6,54,790000,Sí
103586,66,Valparaíso,Urbana,Televisión,9,34,1650000,No
104542,57,Metropolitana,Urbana,Redes sociales,8,39,1330000,No
101147,50,Biobío,Urbana,Televisión,7,72,1390000,Sí
104325,74,O'Higgins,Urbana,Prensa digital,8,58,1130000,No
101382,49,Valparaíso,Urbana,Radio,9,79,530000,Sí
100919,53,Biobío,Urbana,Prensa digital,9,4,2390000,Sí
102541,49,Maule,Urbana,Televisión,4,55,2130000,No
102679,45,Biobío,Urbana,Televisión,8,45,1110000,Sí
100419,55,Valparaíso,Rural,Prensa digital,5,25,900000,Sí
100317,53,Metropolitana,Urbana,Redes sociales,3,14,690000,Sí
102874,43,Coquimbo,Rural,Televisión,7,24,1430000,No
100520,61,O'Higgins,Rural,Redes sociales,9,47,1160000,Sí
101474,43,Valparaíso,Urbana,Redes sociales,8,9,1890000,No
101772,42,O'Higgins,Urbana,Redes sociales,1,58,740000,Sí
102391,29,Biobío,Urbana,Redes sociales,2,51,720000,Sí
101385,69,Valparaíso,Urbana,Televisión,10,64,840000,No
101662,27,O'Higgins,Urbana,Radio,7,60,1790000,Sí
101374,25,Valparaíso,Urbana,Redes sociales,10,30,1350000,No
100289,41,Coquimbo,Rural,Redes sociales,2,13,1100000,No
100214,26,Valparaíso,Urbana,Televisión,8,56,490000,No
100789,50,Valparaíso,Urbana,Radio,4,45,1800000,Sí
103075,30,Metropolitana,Urbana,Televisión,1,23,430000,No
