edad,ingreso_mensual,confianza_mercado,apoyo_redistribucion,valoracion_orden_publico,preferencia_politica
59,4460000,5,6,4,Izquierda
18,2950000,9,5,3,Centro
36,1340000,4,7,8,Izquierda
34,980000,5,5,6,Centro
43,1710000,6,5,7,Centro
44,1350000,4,7,1,Izquierda
62,450000,1,6,3,Izquierda
50,2430000,8,5,5,Derecha
34,2300000,8,5,8,Derecha
59,640000,7,8,6,Izquierda
37,1050000,6,5,8,Centro
42,350000,8,2,10,Derecha
38,2090000,6,6,9,Derecha
40,980000,4,8,7,Izquierda
39,2570000,2,8,8,Izquierda
48,610000,1,8,5,Izquierda
59,2620000,6,4,2,Izquierda
43,3580000,4,5,7,Izquierda
69,440000,2,6,6,Izquierda
39,690000,3,5,5,Centro
57,1590000,3,4,1,Izquierda
18,550000,9,4,8,Derecha
29,960000,3,6,5,Centro
25,1050000,7,4,5,Centro
18,1090000,4,6,3,Centro
44,480000,9,5,5,Derecha
55,1740000,5,7,8,Derecha
57,1130000,6,6,7,Derecha
55,630000,3,6,7,Centro
39,1190000,7,5,6,Derecha
43,1830000,6,8,2,Izquierda
45,1160000,7,7,4,Centro
49,740000,6,5,2,Centro
24,3200000,7,5,3,Centro
57,1040000,6,5,5,Centro
38,1190000,5,9,2,Izquierda
51,1040000,6,5,5,Centro
23,490000,6,4,5,Centro
50,940000,5,3,5,Derecha
59,1050000,5,5,6,Centro
61,3800000,5,9,5,Izquierda
40,720000,8,6,5,Centro
25,900000,3,5,3,Izquierda
66,420000,3,7,6,Izquierda
48,750000,6,4,4,Centro
57,1790000,1,9,3,Izquierda
37,1590000,5,6,3,Izquierda
42,1990000,5,5,3,Centro
39,2380000,4,8,5,Izquierda
58,1710000,4,7,4,Izquierda
45,2490000,2,7,5,Izquierda
66,2330000,5,6,5,Centro
54,2770000,7,7,5,Derecha
30,630000,7,5,5,Derecha
48,2650000,7,1,4,Derecha
44,1260000,4,4,4,Centro
40,1540000,6,7,6,Izquierda
49,3200000,6,6,9,Centro
29,750000,5,4,8,Derecha
38,780000,5,4,7,Centro
49,960000,4,7,5,Centro
36,900000,5,3,4,Derecha
52,350000,3,6,3,Izquierda
18,1130000,5,3,8,Derecha
50,1980000,5,8,9,Izquierda
71,670000,5,5,4,Centro
42,510000,6,4,5,Derecha
40,1020000,5,6,4,Izquierda
68,2080000,2,8,4,Izquierda
37,3260000,6,2,3,Derecha
37,970000,5,7,6,Centro
44,490000,6,4,8,Centro
57,1830000,9,5,8,Derecha
30,1690000,7,5,9,Centro
23,350000,6,5,5,Izquierda
52,1760000,5,6,5,Centro
38,370000,5,5,6,Centro
40,560000,4,4,2,Izquierda
62,780000,5,7,3,Izquierda
33,830000,5,6,3,Izquierda
34,760000,4,3,7,Izquierda
44,1020000,4,4,4,Centro
65,880000,6,9,5,Izquierda
57,1400000,8,4,8,Derecha
35,910000,4,5,5,Centro
50,490000,5,7,1,Izquierda
27,2570000,7,4,5,Derecha
50,1220000,5,4,4,Centro
45,1490000,8,5,4,Derecha
32,1320000,4,4,4,Centro
43,1120000,7,6,4,Centro
39,1640000,8,5,5,Centro
33,1190000,2,9,5,Izquierda
56,820000,5,7,4,Izquierda
41,970000,5,6,5,Izquierda
53,920000,6,5,8,Izquierda
47,650000,2,6,4,Centro
47,4050000,5,8,6,Centro
42,3270000,6,7,8,Derecha
42,1250000,6,6,8,Derecha
31,690000,4,7,6,Izquierda
44,1930000,8,2,7,Derecha
32,2670000,3,8,5,Izquierda
71,1150000,5,8,5,Izquierda
53,1070000,4,8,6,Izquierda
47,630000,8,5,5,Izquierda
54,1120000,7,3,6,Derecha
18,1320000,6,6,3,Izquierda
18,1780000,7,4,5,Derecha
50,2440000,3,10,6,Izquierda
48,700000,8,6,3,Izquierda
52,2220000,8,6,8,Derecha
56,700000,3,6,1,Izquierda
29,840000,6,5,6,Centro
71,1020000,3,10,5,Izquierda
58,1820000,8,6,7,Derecha
43,2600000,6,7,4,Centro
41,380000,6,3,6,Derecha
38,700000,7,6,6,Centro
73,1630000,5,8,6,Centro
30,1130000,6,3,5,Derecha
45,350000,5,5,3,Centro
22,840000,7,3,10,Derecha
18,2130000,4,6,4,Derecha
31,350000,2,8,3,Izquierda
55,1410000,4,3,4,Centro
25,820000,6,7,6,Centro
43,450000,7,3,8,Centro
49,2040000,7,5,7,Derecha
42,4760000,5,8,3,Izquierda
51,540000,8,4,7,Derecha
69,1910000,6,5,8,Derecha
45,1100000,6,5,8,Centro
76,990000,5,7,10,Centro
48,3510000,5,6,6,Derecha
42,350000,6,5,7,Izquierda
51,480000,3,8,8,Izquierda
31,870000,6,4,6,Centro
68,750000,4,6,1,Izquierda
42,800000,10,1,10,Derecha
41,980000,6,5,7,Derecha
45,1000000,5,6,4,Centro
26,980000,4,9,2,Izquierda
25,930000,8,8,6,Izquierda
47,2060000,8,4,8,Derecha
28,620000,5,3,6,Centro
56,530000,7,8,5,Izquierda
30,830000,3,9,5,Izquierda
44,840000,5,4,4,Centro
47,2910000,7,6,4,Centro
24,1210000,5,6,7,Centro
29,520000,4,6,5,Izquierda
34,2420000,6,4,7,Centro
59,670000,8,5,4,Izquierda
51,410000,6,6,8,Centro
37,350000,8,3,4,Centro
67,1340000,5,8,8,Centro
65,770000,4,5,4,Centro
31,1340000,3,6,3,Izquierda
32,800000,4,4,6,Centro
49,1230000,6,7,6,Izquierda
56,1280000,7,4,6,Derecha
38,770000,6,3,9,Derecha
38,460000,6,4,5,Centro
30,1010000,7,7,5,Centro
53,1220000,7,4,4,Derecha
47,710000,3,4,6,Centro
60,1320000,5,8,5,Izquierda
18,690000,6,6,6,Izquierda
30,950000,4,4,7,Derecha
44,690000,4,9,5,Izquierda
22,1010000,9,6,9,Derecha
23,800000,3,7,4,Izquierda
40,1650000,6,8,4,Centro
56,550000,7,4,7,Centro
53,1800000,5,7,9,Centro
57,1720000,5,8,6,Izquierda
37,1290000,9,5,4,Derecha
40,1360000,7,4,8,Centro
29,1890000,5,8,6,Centro
72,2330000,4,3,4,Derecha
50,510000,7,6,8,Derecha
57,1140000,3,4,4,Centro
49,2890000,4,6,3,Izquierda
59,780000,5,10,4,Izquierda
61,2900000,5,5,5,Izquierda
46,1520000,5,7,5,Izquierda
36,780000,2,8,4,Izquierda
25,1580000,5,9,7,Izquierda
62,1380000,8,4,4,Derecha
27,1680000,7,4,9,Derecha
18,430000,7,2,5,Derecha
24,630000,4,5,6,Centro
49,1240000,5,6,7,Izquierda
40,900000,4,7,7,Izquierda
57,750000,6,7,3,Izquierda
37,700000,7,9,6,Izquierda
63,620000,6,3,3,Derecha
53,1240000,6,7,7,Centro
42,580000,6,5,5,Derecha
43,1990000,7,7,7,Centro
49,2760000,7,7,8,Derecha
49,720000,6,7,7,Centro
44,5500000,8,3,7,Derecha
49,850000,6,5,6,Derecha
61,730000,4,6,7,Izquierda
27,780000,5,4,4,Centro
45,540000,9,5,3,Centro
38,890000,7,6,7,Izquierda
39,670000,5,9,9,Izquierda
39,2650000,6,6,6,Derecha
29,1900000,4,6,5,Centro
29,1670000,8,3,4,Derecha
47,3100000,7,6,3,Izquierda
48,1750000,9,4,9,Derecha
56,690000,3,6,4,Izquierda
56,1420000,4,4,7,Centro
25,510000,4,5,8,Centro
71,730000,4,6,3,Izquierda
48,1540000,4,8,8,Centro
38,950000,6,3,5,Centro
64,930000,7,3,7,Derecha
27,4310000,3,8,6,Izquierda
59,490000,1,8,8,Izquierda
85,600000,8,4,8,Derecha
51,790000,4,9,7,Izquierda
35,1080000,5,5,5,Centro
25,1600000,7,6,7,Derecha
47,2870000,10,2,4,Derecha
24,1030000,6,5,8,Centro
21,570000,4,7,6,Izquierda
40,3190000,4,4,6,Centro
38,4690000,5,2,3,Centro
18,710000,6,4,5,Izquierda
54,580000,4,7,8,Izquierda
38,420000,9,3,7,Derecha
50,2540000,6,6,5,Derecha
53,480000,2,9,7,Izquierda
29,700000,3,4,8,Izquierda
30,2250000,4,7,9,Izquierda
66,5500000,7,5,5,Derecha
26,470000,6,3,7,Derecha
41,4140000,5,8,6,Centro
30,460000,6,8,10,Izquierda
42,1000000,5,8,6,Izquierda
28,460000,6,2,6,Derecha
35,350000,5,5,9,Izquierda
60,1750000,9,5,6,Derecha
56,600000,4,6,6,Centro
50,740000,6,4,5,Centro
29,1110000,9,4,7,Derecha
30,3450000,1,10,4,Izquierda
55,430000,7,5,5,Izquierda
46,600000,4,7,10,Centro
32,470000,6,7,5,Izquierda
39,1240000,4,5,7,Izquierda
56,1650000,7,3,2,Derecha
70,3770000,6,5,3,Derecha
30,4490000,7,5,4,Centro
62,850000,4,6,3,Izquierda
41,2310000,2,8,3,Izquierda
18,780000,3,7,5,Izquierda
59,930000,4,4,6,Izquierda
49,510000,8,6,9,Derecha
42,1580000,5,5,3,Izquierda
77,2440000,6,6,6,Centro
52,580000,4,7,8,Centro
62,990000,7,5,6,Derecha
66,1140000,3,8,2,Izquierda
59,1550000,6,4,7,Derecha
50,640000,7,4,3,Centro
51,1580000,2,10,3,Izquierda
38,1840000,9,5,4,Derecha
51,2180000,6,8,8,Izquierda
63,410000,8,4,8,Derecha
44,830000,4,5,5,Centro
53,2070000,6,4,7,Derecha
22,1010000,4,8,9,Izquierda
49,1130000,6,5,7,Derecha
45,1290000,5,7,5,Izquierda
34,2070000,7,6,3,Centro
60,1560000,4,4,6,Derecha
38,3700000,6,1,4,Derecha
51,1350000,9,2,9,Derecha
45,1670000,7,3,10,Derecha
55,680000,5,7,6,Centro
54,1160000,3,10,7,Izquierda
18,1030000,7,3,4,Derecha
18,860000,7,6,8,Centro
40,1240000,7,4,5,Centro
45,1160000,2,7,4,Izquierda
36,1260000,5,7,6,Centro
32,1880000,5,4,4,Centro
59,1350000,10,3,9,Derecha
36,920000,1,6,4,Izquierda
38,1170000,3,8,8,Izquierda
25,800000,7,7,3,Centro
62,720000,4,7,4,Izquierda
28,1430000,7,2,5,Derecha
50,860000,5,5,6,Derecha
30,1750000,7,5,6,Derecha
18,2660000,6,8,3,Izquierda
48,930000,6,8,8,Centro
32,1800000,5,5,6,Centro
40,430000,4,5,5,Centro
28,1760000,5,8,9,Centro
36,1750000,6,2,7,Derecha
49,660000,5,9,5,Izquierda
32,2870000,5,5,6,Centro
47,950000,7,6,6,Centro
43,960000,6,5,3,Centro
30,3510000,5,5,8,Centro
20,670000,2,4,4,Izquierda
49,480000,8,5,7,Derecha
52,1030000,6,6,5,Centro
43,2690000,7,4,7,Centro
67,390000,6,7,8,Centro
55,1200000,6,1,8,Derecha
53,4820000,7,6,10,Derecha
34,1730000,5,6,3,Izquierda
28,350000,5,7,4,Centro
37,2480000,3,7,2,Izquierda
46,1110000,5,5,6,Centro
40,730000,8,5,6,Derecha
32,3150000,6,6,6,Izquierda
50,1150000,5,7,4,Centro
64,2050000,9,2,7,Derecha
73,1100000,4,3,5,Derecha
42,350000,5,2,3,Derecha
43,1840000,3,6,2,Izquierda
66,1160000,4,5,3,Izquierda
22,530000,4,5,6,Izquierda
55,2460000,7,7,3,Derecha
27,900000,7,8,5,Derecha
71,1070000,5,6,1,Centro
18,1690000,4,4,3,Derecha
45,3580000,3,5,7,Centro
76,1560000,6,1,3,Derecha
38,1140000,3,8,4,Izquierda
51,630000,7,4,6,Centro
60,1930000,4,7,4,Izquierda
46,1740000,5,4,4,Izquierda
56,350000,6,5,5,Centro
51,1480000,3,8,4,Izquierda
38,1400000,6,7,5,Centro
38,360000,8,7,9,Derecha
68,1560000,8,3,8,Derecha
23,1540000,4,5,4,Centro
66,2580000,7,2,7,Centro
27,4360000,1,5,6,Izquierda
18,1860000,5,6,5,Centro
44,1600000,7,7,5,Centro
41,1410000,3,7,5,Izquierda
61,2370000,7,6,7,Derecha
18,1560000,5,9,4,Izquierda
28,1170000,7,3,5,Izquierda
46,890000,7,4,10,Derecha
34,2890000,5,5,3,Centro
39,890000,6,6,7,Derecha
39,2790000,5,6,7,Derecha
41,880000,6,7,3,Izquierda
48,1420000,5,4,6,Derecha
23,770000,6,5,7,Centro
49,670000,2,9,4,Izquierda
63,570000,6,2,8,Derecha
41,980000,7,3,9,Derecha
31,1840000,5,10,2,Izquierda
18,790000,5,7,9,Centro
47,2870000,3,3,6,Centro
56,410000,4,8,5,Izquierda
47,2300000,10,4,7,Derecha
20,2170000,7,3,6,Derecha
21,410000,4,4,4,Centro
35,2630000,7,7,5,Centro
42,1610000,8,5,5,Derecha
51,650000,5,7,7,Izquierda
50,1460000,5,8,4,Centro
32,1810000,9,3,9,Derecha
19,800000,6,8,3,Izquierda
39,820000,5,6,7,Centro
50,2030000,5,6,6,Izquierda
40,960000,6,7,8,Centro
45,870000,4,5,9,Derecha
40,1970000,6,6,6,Derecha
37,1060000,9,5,3,Centro
56,590000,8,1,5,Derecha
43,1820000,3,9,2,Izquierda
39,1520000,3,3,5,Izquierda
18,850000,9,4,5,Centro
27,390000,8,3,10,Derecha
39,1290000,7,7,8,Izquierda
53,600000,7,5,7,Centro
35,1010000,6,7,4,Centro
46,1140000,7,5,9,Derecha
43,1490000,1,9,4,Izquierda
39,1760000,6,4,7,Centro
49,1400000,4,7,1,Centro
57,830000,8,1,7,Derecha
63,2350000,7,5,7,Centro
48,350000,9,3,7,Derecha
18,1390000,6,5,8,Centro
33,1090000,4,6,7,Centro
44,1620000,7,5,6,Derecha
18,910000,5,8,3,Izquierda
23,450000,3,7,8,Izquierda
43,1100000,6,7,5,Centro
41,2270000,6,7,8,Centro
60,520000,4,6,5,Centro
44,510000,8,2,4,Derecha
23,400000,7,6,8,Izquierda
54,810000,3,5,1,Centro
45,510000,3,7,4,Centro
46,870000,6,5,10,Centro
53,790000,4,7,5,Izquierda
40,370000,5,5,7,Izquierda
36,1820000,7,4,10,Derecha
30,1790000,4,4,6,Izquierda
69,920000,5,4,5,Izquierda
51,750000,3,5,6,Izquierda
48,1810000,7,6,1,Izquierda
44,980000,5,5,6,Izquierda
18,2660000,5,7,8,Centro
44,1210000,4,7,5,Centro
46,3370000,6,6,2,Centro
46,430000,5,6,4,Izquierda
25,1330000,10,3,7,Derecha
23,920000,6,4,5,Centro
39,1590000,6,5,4,Izquierda
46,5500000,5,6,4,Derecha
27,980000,7,5,8,Derecha
69,1150000,4,10,6,Izquierda
50,1310000,3,3,4,Izquierda
51,850000,3,5,5,Centro
23,450000,7,5,9,Centro
73,3160000,5,6,5,Derecha
23,1230000,3,6,2,Izquierda
55,440000,7,4,5,Derecha
55,1680000,5,4,9,Centro
28,560000,5,4,9,Derecha
18,1450000,5,9,5,Izquierda
57,730000,5,7,4,Izquierda
43,560000,4,6,4,Izquierda
41,1350000,3,5,9,Centro
29,890000,1,8,7,Izquierda
74,1630000,4,8,6,Izquierda
47,880000,10,1,5,Derecha
46,1190000,6,3,4,Centro
73,380000,9,4,8,Derecha
52,900000,6,6,9,Derecha
48,720000,10,7,3,Centro
44,2160000,6,6,4,Centro
59,1130000,6,3,7,Derecha
37,350000,6,3,8,Derecha
65,1800000,7,5,4,Centro
37,500000,4,6,4,Izquierda
39,1860000,8,1,5,Derecha
53,1020000,5,5,3,Centro
31,3910000,7,6,5,Centro
45,3630000,5,6,7,Izquierda
42,670000,7,5,10,Derecha
48,850000,6,8,4,Izquierda
30,520000,4,4,4,Centro
38,1780000,4,6,3,Centro
50,690000,1,8,5,Izquierda
37,1830000,5,7,5,Izquierda
61,1630000,3,5,6,Centro
48,1810000,5,8,6,Centro
42,940000,5,6,5,Izquierda
62,1910000,5,3,5,Centro
26,990000,4,8,5,Izquierda
39,1200000,7,5,7,Centro
35,970000,7,5,9,Derecha
28,790000,2,7,5,Centro
72,1340000,7,5,7,Derecha
68,350000,7,3,7,Centro
52,630000,4,7,6,Izquierda
41,1150000,3,10,5,Izquierda
45,1060000,3,9,5,Izquierda
43,370000,7,4,9,Derecha
23,710000,5,7,5,Centro
31,2340000,7,4,3,Derecha
36,2030000,5,6,6,Centro
39,490000,9,1,5,Derecha
49,1940000,9,2,8,Derecha
27,1600000,4,5,8,Centro
57,1360000,2,4,1,Centro
75,1210000,8,4,6,Derecha
49,530000,9,4,7,Derecha
47,1580000,5,6,9,Derecha
40,920000,6,3,2,Centro
19,2240000,3,5,8,Derecha
48,750000,4,5,6,Derecha
59,1230000,7,5,5,Centro
46,3140000,7,6,5,Izquierda
21,1200000,5,5,6,Centro
32,4270000,4,5,6,Centro
42,780000,6,7,7,Centro
55,1240000,7,7,7,Derecha
54,930000,6,4,6,Derecha
41,860000,5,7,5,Izquierda
23,3630000,4,7,5,Centro
44,1270000,8,5,9,Derecha
43,860000,5,3,4,Centro
54,1170000,4,8,4,Izquierda
55,1340000,6,5,6,Centro
50,1540000,6,7,4,Centro
26,870000,3,10,2,Izquierda
62,1930000,4,8,4,Izquierda
24,2930000,8,3,2,Derecha
30,1210000,5,6,6,Centro
55,350000,9,3,5,Derecha
48,2030000,6,7,3,Izquierda
67,1040000,3,9,2,Izquierda
61,3010000,7,4,6,Derecha
28,1040000,6,4,5,Derecha
39,2400000,4,5,4,Izquierda
43,1540000,7,6,6,Centro
56,480000,8,1,8,Derecha
34,1790000,9,5,8,Derecha
46,1440000,4,9,9,Izquierda
33,1600000,8,3,5,Derecha
74,750000,4,5,7,Derecha
55,2780000,10,5,8,Derecha
33,760000,7,5,5,Centro
63,1140000,10,2,3,Derecha
61,1070000,4,4,7,Derecha
62,670000,7,2,5,Derecha
19,1180000,6,3,3,Derecha
37,530000,4,7,4,Izquierda
44,1270000,4,1,4,Derecha
34,1010000,8,3,5,Centro
38,480000,8,3,6,Derecha
40,1460000,5,6,3,Izquierda
36,1990000,5,6,10,Centro
25,800000,4,5,4,Izquierda
38,940000,9,4,10,Derecha
53,1920000,1,10,2,Izquierda
18,560000,3,5,5,Izquierda
37,1850000,7,8,6,Derecha
28,730000,10,3,5,Derecha
58,1030000,7,8,5,Izquierda
42,1070000,7,4,10,Derecha
52,800000,7,5,6,Centro
18,690000,9,4,7,Derecha
18,470000,3,4,8,Centro
78,1070000,3,9,7,Izquierda
53,2930000,6,6,4,Centro
46,1800000,4,3,5,Centro
39,2810000,9,4,7,Derecha
61,660000,4,5,6,Derecha
59,1970000,2,8,7,Centro
59,710000,6,5,8,Centro
53,1020000,6,6,9,Centro
59,1910000,8,5,4,Centro
48,520000,7,3,7,Derecha
34,1790000,5,7,8,Izquierda
32,1150000,10,3,8,Derecha
20,350000,8,1,8,Derecha
54,1220000,7,5,7,Centro
20,670000,5,7,6,Izquierda
39,900000,8,5,7,Centro
37,790000,6,5,5,Centro
64,2340000,5,7,6,Centro
32,580000,6,4,4,Centro
28,790000,2,9,3,Izquierda
59,1440000,8,4,7,Derecha
41,4020000,7,6,8,Derecha
50,1160000,7,7,5,Centro
33,1730000,3,8,3,Izquierda
54,1650000,6,7,9,Centro
40,1210000,4,10,5,Izquierda
52,540000,6,7,4,Centro
55,1150000,4,9,8,Izquierda
55,990000,5,5,7,Derecha
58,1400000,4,5,6,Izquierda
26,890000,4,7,4,Izquierda
49,760000,6,8,9,Centro
39,1410000,5,4,4,Centro
50,530000,5,7,5,Izquierda
59,2390000,5,5,3,Centro
48,2940000,5,6,3,Izquierda
30,450000,2,9,7,Izquierda
30,810000,2,7,3,Centro
34,490000,5,5,5,Derecha
30,1460000,3,6,7,Izquierda
49,960000,4,6,5,Derecha
30,870000,2,6,3,Izquierda
27,650000,5,6,4,Centro
50,3450000,2,9,6,Izquierda
33,3480000,7,5,3,Centro
55,1090000,4,4,3,Centro
41,1680000,6,6,2,Izquierda
22,790000,4,4,5,Izquierda
43,900000,4,6,5,Centro
61,440000,6,4,8,Derecha
33,900000,6,7,3,Izquierda
36,370000,3,5,3,Derecha
57,580000,9,5,7,Derecha
48,2160000,5,7,8,Centro
39,620000,4,6,2,Izquierda
38,680000,8,3,4,Centro
55,2320000,6,6,5,Centro
63,820000,3,6,5,Izquierda
44,1040000,4,2,6,Centro
44,910000,4,7,2,Izquierda
54,550000,5,4,5,Derecha
49,3200000,4,5,5,Centro
35,360000,6,3,7,Centro
53,690000,4,8,6,Izquierda
18,350000,3,4,3,Izquierda
50,1150000,7,4,5,Centro
32,730000,6,5,4,Centro
64,1060000,3,5,4,Centro
49,1340000,4,7,5,Izquierda
48,1690000,3,4,5,Izquierda
56,1850000,4,8,6,Izquierda
46,3200000,4,5,5,Derecha
29,720000,4,7,7,Izquierda
29,390000,7,1,6,Derecha
52,1820000,5,7,6,Centro
19,840000,7,8,3,Izquierda
36,1780000,5,3,5,Derecha
73,720000,5,6,7,Centro
50,490000,4,6,6,Centro
53,1200000,3,5,5,Izquierda
38,1570000,6,4,7,Centro
62,510000,5,7,7,Izquierda
65,1680000,6,4,4,Derecha
47,2610000,6,6,7,Centro
41,460000,8,5,6,Derecha
25,820000,6,6,10,Derecha
48,1170000,6,6,5,Centro
43,1820000,6,6,6,Derecha
45,1190000,6,7,3,Izquierda
51,1210000,3,8,2,Izquierda
58,790000,5,6,3,Centro
61,590000,3,6,1,Izquierda
46,1270000,4,7,7,Izquierda
18,350000,4,5,6,Centro
50,1270000,4,7,7,Izquierda
85,1550000,7,4,5,Derecha
36,1140000,5,6,7,Centro
49,1880000,9,4,8,Derecha
51,830000,5,5,3,Izquierda
48,2690000,8,4,6,Derecha
68,1240000,6,5,7,Derecha
47,2080000,5,2,4,Derecha
40,930000,5,4,9,Derecha
61,1080000,7,2,6,Centro
62,610000,4,8,3,Izquierda
53,1050000,4,5,6,Centro
34,690000,7,4,6,Derecha
48,950000,2,5,5,Centro
45,2050000,1,7,3,Izquierda
55,2590000,4,5,4,Centro
34,1640000,1,9,4,Izquierda
51,980000,3,6,5,Centro
50,1600000,4,9,5,Izquierda
46,570000,4,5,4,Derecha
55,960000,4,7,2,Izquierda
85,1200000,5,5,6,Centro
67,840000,4,7,6,Izquierda
52,1690000,6,3,8,Centro
31,510000,7,7,8,Centro
35,2320000,6,7,6,Izquierda
36,5060000,3,9,6,Centro
30,1000000,4,7,5,Izquierda
49,660000,4,7,4,Centro
38,2380000,9,5,3,Centro
29,1200000,5,6,5,Izquierda
21,960000,6,6,6,Centro
32,1250000,6,4,4,Centro
32,840000,5,5,10,Derecha
54,860000,7,2,8,Derecha
43,840000,5,8,4,Izquierda
55,1040000,6,3,6,Derecha
58,490000,6,7,7,Centro
63,2160000,5,3,6,Centro
63,1260000,10,5,10,Derecha
31,460000,2,4,3,Centro
18,1050000,7,5,5,Derecha
40,920000,7,4,4,Centro
18,1780000,9,4,5,Derecha
60,1470000,4,5,7,Centro
33,1490000,1,6,3,Izquierda
36,1060000,2,6,6,Izquierda
44,870000,9,4,1,Centro
40,1490000,3,6,6,Centro
25,2400000,6,4,6,Centro
42,380000,6,6,6,Derecha
24,350000,10,4,8,Derecha
50,360000,4,6,3,Centro
53,870000,3,9,4,Izquierda
55,740000,6,7,7,Centro
38,630000,4,5,7,Izquierda
51,1150000,7,5,5,Derecha
48,350000,4,7,4,Centro
50,500000,4,7,4,Centro
55,660000,4,7,5,Izquierda
42,1040000,6,8,7,Centro
37,2600000,2,4,2,Izquierda
48,700000,8,5,7,Derecha
29,5010000,5,4,7,Centro
18,830000,4,6,5,Centro
34,560000,10,5,8,Derecha
46,1040000,9,5,7,Derecha
52,1730000,6,7,5,Izquierda
63,790000,5,8,6,Centro
39,1470000,8,8,9,Centro
34,540000,7,6,4,Centro
72,1130000,7,5,7,Izquierda
33,1280000,6,6,5,Centro
43,2030000,6,6,5,Izquierda
40,750000,5,3,9,Derecha
65,560000,8,6,4,Derecha
85,1210000,9,3,6,Derecha
31,420000,6,3,4,Derecha
63,710000,6,5,7,Centro
51,370000,4,6,1,Izquierda
54,1040000,8,7,8,Centro
42,830000,6,5,2,Izquierda
25,630000,4,5,5,Izquierda
46,1950000,6,1,7,Derecha
51,1370000,4,5,1,Centro
44,1120000,9,8,7,Centro
43,1200000,4,4,7,Centro
43,600000,8,5,10,Derecha
47,1430000,7,4,9,Derecha
48,1480000,7,5,4,Derecha
27,1360000,3,8,5,Izquierda
41,690000,3,4,5,Centro
52,900000,7,6,3,Derecha
62,900000,6,4,5,Centro
28,2050000,2,8,8,Izquierda
44,1720000,4,6,2,Izquierda
37,610000,6,5,5,Centro
49,680000,6,3,6,Centro
59,370000,6,5,4,Centro
45,1390000,5,4,4,Izquierda
37,1070000,7,5,4,Centro
46,560000,4,7,4,Izquierda
38,1060000,5,5,7,Centro
31,1420000,4,8,6,Izquierda
21,4870000,7,7,7,Derecha
58,1430000,6,7,6,Izquierda
54,1330000,6,7,6,Izquierda
36,2040000,3,8,6,Centro
22,2180000,7,6,5,Centro
58,2700000,8,7,10,Derecha
49,1260000,6,4,5,Derecha
31,1940000,3,6,4,Izquierda
18,1190000,9,6,3,Centro
65,1030000,4,7,9,Centro
43,1650000,7,7,5,Derecha
26,1300000,2,9,5,Izquierda
20,1710000,5,3,7,Derecha
58,660000,6,4,9,Derecha
62,960000,5,6,5,Izquierda
50,2480000,8,2,5,Derecha
56,630000,8,7,9,Derecha
21,790000,2,4,2,Izquierda
64,610000,5,5,6,Derecha
24,1700000,3,5,6,Derecha
57,1550000,4,4,8,Centro
30,1110000,6,4,4,Centro
58,2110000,7,2,7,Derecha
32,3910000,5,5,5,Centro
40,1040000,7,2,6,Derecha
42,1050000,6,6,5,Centro
65,1790000,8,3,6,Derecha
44,2890000,6,3,3,Centro
27,1650000,3,7,6,Izquierda
52,440000,6,7,6,Centro
62,1440000,7,2,7,Derecha
23,1710000,5,8,4,Izquierda
42,1240000,3,8,6,Izquierda
46,550000,7,7,1,Izquierda
65,1490000,3,6,5,Izquierda
35,1280000,5,7,7,Centro
36,800000,2,8,1,Izquierda
64,1040000,3,8,6,Izquierda
36,1410000,4,10,4,Izquierda
51,1060000,4,7,4,Centro
34,1840000,6,5,4,Centro
43,650000,7,6,7,Derecha
41,1770000,6,5,4,Izquierda
33,1600000,6,4,4,Izquierda
55,860000,4,8,3,Izquierda
51,1470000,5,4,8,Centro
67,990000,5,5,6,Centro
57,1050000,5,7,5,Izquierda
27,2780000,4,5,4,Centro
19,480000,5,7,4,Izquierda
33,1630000,6,3,6,Derecha
24,800000,10,4,10,Derecha
39,1120000,7,7,6,Centro
42,820000,3,8,3,Izquierda
23,610000,7,6,5,Centro
52,730000,8,3,7,Derecha
19,360000,6,8,5,Centro
68,540000,5,7,8,Centro
37,1190000,4,8,7,Izquierda
44,1530000,7,6,7,Derecha
44,1680000,5,4,3,Centro
45,1230000,6,9,3,Izquierda
18,1510000,4,5,8,Izquierda
36,1260000,3,6,7,Izquierda
43,3440000,7,7,4,Centro
46,1590000,4,7,6,Centro
62,1640000,5,5,6,Centro
30,2140000,6,5,5,Centro
38,430000,8,5,7,Centro
56,380000,6,8,5,Centro
50,630000,4,6,2,Centro
44,640000,7,5,8,Derecha
57,770000,5,6,6,Centro
41,580000,6,5,7,Derecha
18,1540000,6,4,5,Derecha
38,1600000,3,8,7,Izquierda
18,2670000,5,10,8,Izquierda
49,760000,5,9,8,Centro
28,510000,6,5,7,Centro
38,620000,6,4,8,Derecha
68,680000,6,6,10,Derecha
34,1010000,3,6,9,Centro
60,1290000,3,8,5,Centro
62,600000,4,6,8,Centro
26,570000,6,5,4,Centro
39,750000,5,6,5,Centro
22,600000,7,4,8,Derecha
59,1010000,2,6,2,Izquierda
63,940000,7,4,9,Derecha
42,860000,6,6,3,Centro
85,1510000,6,6,4,Izquierda
44,1780000,5,7,4,Izquierda
54,1650000,7,7,8,Centro
51,350000,9,4,7,Derecha
59,630000,5,7,8,Centro
51,1170000,2,7,4,Izquierda
28,3070000,4,3,5,Izquierda
44,1180000,3,9,2,Izquierda
18,920000,5,7,6,Centro
18,730000,6,7,6,Derecha
34,2370000,4,4,4,Izquierda
